underwentBerelUnflagging,categoryEnglish,printYear,ocrFeDir,printLocationEnglish,textFileURL,notHumanReviewed,category,source,author,printLocation,displayName,nikudMetegFileURL,OCRDataURL,authorEnglish,fileName,displayNameEnglish
,Responsa,1941,teshuvahshlomo2,St. Louis,https://files.dicta.org.il/teshuvahshlomo2/teshuvahshlomo2__text_files.zip,,"שו""ת",ספריית דיקטה,ר' חיים פישל אפשטיין,סט. לואיס,תשובה שלמה - ב,https://files.dicta.org.il/teshuvahshlomo2/teshuvahshlomo2__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvahshlomo2/teshuvahshlomo2__ocr_data_html_files.zip,Rabbi Haim Fishel Epstein,teshuvahshlomo2,Teshuvah Shlomo part 2
,Responsa,1941,teshuvahshlomoorachchaimyorehdeahtanina,St. Louis,https://files.dicta.org.il/teshuvahshlomoorachchaimyorehdeahtanina/teshuvahshlomoorachchaimyorehdeahtanina__text_files.zip,,"שו""ת",ספריית דיקטה,ר' חיים פישל אפשטיין,סט. לואיס,תשובה שלמה אורח חיים יורה דעה מהדורא תנינא,https://files.dicta.org.il/teshuvahshlomoorachchaimyorehdeahtanina/teshuvahshlomoorachchaimyorehdeahtanina__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvahshlomoorachchaimyorehdeahtanina/teshuvahshlomoorachchaimyorehdeahtanina__ocr_data_html_files.zip,Rabbi Haim Fishel Epstein,teshuvahshlomoorachchaimyorehdeahtanina,Teshuvah Shlomo orach chaim yoreh deah tanina
,Responsa,1859,teshuvosharam1,Warsaw,https://files.dicta.org.il/teshuvosharam1/teshuvosharam1__text_files.zip,,"שו""ת",ספריית דיקטה,ר' אלכסנדר סנדר מרגליות,וורשה,"תשובות הרא""ם חלק א",https://files.dicta.org.il/teshuvosharam1/teshuvosharam1__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvosharam1/teshuvosharam1__ocr_data_html_files.zip,R. Alexander Sander Margaliot,teshuvosharam1,Teshuvos haRam part 1
,Responsa,1859,teshuvosharam3,Warsaw,https://files.dicta.org.il/teshuvosharam3/teshuvosharam3__text_files.zip,,"שו""ת",ספריית דיקטה,ר' אלכסנדר סנדר מרגליות,וורשה,"תשובות הרא""ם חלק ג",https://files.dicta.org.il/teshuvosharam3/teshuvosharam3__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvosharam3/teshuvosharam3__ocr_data_html_files.zip,R. Alexander Sander Margaliot,teshuvosharam3,Teshuvos haRam part 3
,Responsa,1865,teshuvothagaonimmaharl,Uzhgorod,https://files.dicta.org.il/teshuvothagaonimmaharl/teshuvothagaonimmaharl__text_files.zip,,"שו""ת",ספריית דיקטה,יעקב בן יצחק הלוי פולאק,אונגואר,"תשובת הגאונים (מהר""ל יעקב בן הרב יצחק הלוי פולק)",https://files.dicta.org.il/teshuvothagaonimmaharl/teshuvothagaonimmaharl__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvothagaonimmaharl/teshuvothagaonimmaharl__ocr_data_html_files.zip,Rabbi Jacob Pollak,teshuvothagaonimmaharl,Teshuvos haGaonim (maharl Rabbi Jacob Pollak)
,Ge’onim,1864,teshuvothageonimmusafia_EGT,,https://files.dicta.org.il/teshuvothageonimmusafia/teshuvothageonimmusafia__text_files.zip,,גאונים,ספריית דיקטה,,ליק,תשובות הגאונים – מוסאפיה,https://files.dicta.org.il/teshuvothageonimmusafia/teshuvothageonimmusafia__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvothageonimmusafia/teshuvothageonimmusafia__ocr_data_html_files.zip,,teshuvothageonimmusafia,Teshuvot Ha-Ge’onim (Musafia)
,Ge’onim,1858,teshuvothageonimshaareiteshuvah_EGT,Leipzig,https://files.dicta.org.il/teshuvothageonimshaareiteshuvah/teshuvothageonimshaareiteshuvah__text_files.zip,,גאונים,ספריית דיקטה,,ליפציג,תשובות הגאונים – שערי תשובה,https://files.dicta.org.il/teshuvothageonimshaareiteshuvah/teshuvothageonimshaareiteshuvah__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvothageonimshaareiteshuvah/teshuvothageonimshaareiteshuvah__ocr_data_html_files.zip,,teshuvothageonimshaareiteshuvah,Teshuvot Ha-Ge’onim Sha’arei Teshuvah
,Responsa,1854,teshuvusmaharim,Warsaw,https://files.dicta.org.il/teshuvusmaharim/teshuvusmaharim__text_files.zip,,"שו""ת",ספריית דיקטה,ר' יעקב מאיר פדואה,וורשה,"תשובות מהרי""ם",https://files.dicta.org.il/teshuvusmaharim/teshuvusmaharim__nikud_meteg_files.zip,https://files.dicta.org.il/teshuvusmaharim/teshuvusmaharim__ocr_data_html_files.zip,"Pado, Yaakov Meir",teshuvusmaharim,Teshuvut Maharim
,Commentaries on the Rambam,1926,tevunah_EGT,Poltava,https://files.dicta.org.il/tevunah/tevunah__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' יצחק אייזיק קראסילשציקוב,פולטבה,תבונה,https://files.dicta.org.il/tevunah/tevunah__nikud_meteg_files.zip,https://files.dicta.org.il/tevunah/tevunah__ocr_data_html_files.zip,Rabbi Yitzchak Isaac Krasilshchikov,tevunah,Tevunah
,Commentaries on the Rambam,1937,tiferesbanimrambam_EGT,Bilgory,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' צבי הירש לוין ,בילגורי,"תפארת בנים (על הרמב""ם)",https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__nikud_meteg_files.zip,https://files.dicta.org.il/tiferesbanimrambam/tiferesbanimrambam__ocr_data_html_files.zip,Rabbi Hirschel Levin,tiferesbanimrambam,Tiferes Banim (Rambam)
,Commentaries on the Rambam,1875,tiferetmenahemrambam_EGT,Lvov,https://files.dicta.org.il/tiferetmenahemrambam/tiferetmenahemrambam__text_files.zip,,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,ר' מנחם מנדל שפרניק,לבוב,"תפארת מנחם על הרמב""ם",https://files.dicta.org.il/tiferetmenahemrambam/tiferetmenahemrambam__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetmenahemrambam/tiferetmenahemrambam__ocr_data_html_files.zip,Menahem Mendil  Shapranik,tiferetmenahemrambam,Tiferet Menahem (Rambam)
,Acharonim on Talmud Bavli,1875,tiferetmenahemshas,Lvov,https://files.dicta.org.il/tiferetmenahemshas/tiferetmenahemshas__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,ר' מנחם מנדל שפרניק,לבוב,"תפארת מנחם על ש""ס",https://files.dicta.org.il/tiferetmenahemshas/tiferetmenahemshas__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetmenahemshas/tiferetmenahemshas__ocr_data_html_files.zip,Menahem Mendil  Shapranik,tiferetmenahemshas,Tiferet Menahem (Shas)
,Acharonim on Talmud Bavli,1858,tiferetyaakovgittin_EGT,Warsaw,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,יעקב גֶזונדהייט,ווארשא,תפארת יעקב על גיטין,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetyaakovgittin/tiferetyaakovgittin__ocr_data_html_files.zip,Yaakov Gesundheit,tiferetyaakovgittin,Tiferet Ya’akov (Gittin)
, Bible Commentaries,1873,tiferetyehonatan,Warsaw,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__text_files.zip,,"מפרשי התנ""ך",ספריית דיקטה,רבי יהונתן אייבשיץ,ווארשא,תפארת יהונתן,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__nikud_meteg_files.zip,https://files.dicta.org.il/tiferetyehonatan/tiferetyehonatan__ocr_data_html_files.zip,rabbi jonathan eybeschutz,tiferetyehonatan,Tiferet Yehonatan
,Halachah and Minhagim,1875,tivgittinmodai_EGT,Jerusalem,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__text_files.zip,,ספרי הלכה ומנהג,ספריית דיקטה,הרב חיים מודעי,ירושלים,טיב גיטין (מודעי),https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__nikud_meteg_files.zip,https://files.dicta.org.il/tivgittinmodai/tivgittinmodai__ocr_data_html_files.zip,rabbi chaim modai,tivgittinmodai,Tiv Gittin (modai)
,Commentaries on Shulchan Aruch,1856,tivkidushin,Warsaw,https://files.dicta.org.il/tivkidushin/tivkidushin__text_files.zip,,מפרשי השולחן ערוך,ספריית דיקטה,הרב אריה לייב צינץ,ורשה,טיב קידושין,https://files.dicta.org.il/tivkidushin/tivkidushin__nikud_meteg_files.zip,https://files.dicta.org.il/tivkidushin/tivkidushin__ocr_data_html_files.zip,Aryeh Leib ben Moses Zuenz,tivkidushin,Tiv Kidushin
,Kabbalah,1890,tolaatyaakov,Warsaw,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__text_files.zip,,קבלה,ספריית דיקטה,"אבן גבאי, מאיר בן יחזקאל",ורשה,תולעת יעקב,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__nikud_meteg_files.zip,https://files.dicta.org.il/tolaatyaakov/tolaatyaakov__ocr_data_html_files.zip,Meir ben Ezekiel ibn Gabbai,tolaatyaakov,Tolaat Yaakov
,Acharonim on Talmud Bavli,1947,toratchaim1,New York,https://files.dicta.org.il/toratchaim1/toratchaim1__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב אברהם חיים שור,ניו יורק,תורת חיים חלק א,https://files.dicta.org.il/toratchaim1/toratchaim1__nikud_meteg_files.zip,https://files.dicta.org.il/toratchaim1/toratchaim1__ocr_data_html_files.zip,Avraham Chaim Shoren,toratchaim1,Torat Chaim part 1
,Acharonim on Talmud Bavli,1947,toratchaim2_EGT,New York,https://files.dicta.org.il/toratchaim2/toratchaim2__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,הרב אברהם חיים שור,ניו יורק,תורת חיים חלק ב,https://files.dicta.org.il/toratchaim2/toratchaim2__nikud_meteg_files.zip,https://files.dicta.org.il/toratchaim2/toratchaim2__ocr_data_html_files.zip,Avraham Chaim Shoren,toratchaim2,Torat Chaim part 2
,Responsa,1883,toratchesed_EGT,Warsaw,https://files.dicta.org.il/toratchesed/toratchesed__text_files.zip,,"שו""ת",,הרב שניאור זלמן פרדקין,וורשא,תורת חסד,https://files.dicta.org.il/toratchesed/toratchesed__nikud_meteg_files.zip,https://files.dicta.org.il/toratchesed/toratchesed__ocr_data_html_files.zip,Shneur Zalman Fradkin,toratchesed,Torat Chesed
,Acharonim on Talmud Bavli,1949,toratgittinmasechet_EGT,New York,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי יעקב בן יעקב משה לורברבוים מליסא,ניו יורק,תורת גיטין על מסכת גיטין,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__nikud_meteg_files.zip,https://files.dicta.org.il/toratgittinmasechet/toratgittinmasechet__ocr_data_html_files.zip,Yaakov ben Yaakov Moshe Lorberbaum of Lissa,toratgittinmasechet,Torat Gittin (masechet)
,Halakha,1876,torathaadam_EGT,,https://files.dicta.org.il/torathaadam/torathaadam__text_files.zip,,ספרי הלכה ומנהג,,רבי משה בן נחמן,ווארשא,תורת האדם,https://files.dicta.org.il/torathaadam/torathaadam__nikud_meteg_files.zip,https://files.dicta.org.il/torathaadam/torathaadam__ocr_data_html_files.zip,Nachmanides,torathaadam,Torat Haadam
,Derashot,1795,toratnetanel2,Fürth,https://files.dicta.org.il/toratnetanel2/toratnetanel2__text_files.zip,,דרשות,ספריית דיקטה,"ווייל, יעקב נתנאל בן נפתלי צבי הירש",פיורדא,תורת נתנאל,https://files.dicta.org.il/toratnetanel2/toratnetanel2__nikud_meteg_files.zip,https://files.dicta.org.il/toratnetanel2/toratnetanel2__ocr_data_html_files.zip,Nathaniel Weil,toratnetanel2,Torat Netanel part 2
,Acharonim on Talmud Bavli,1863,tosafotrabinoyehudahachasidberachot,Warsaw,https://files.dicta.org.il/tosafotrabinoyehudahachasidberachot/tosafotrabinoyehudahachasidberachot__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבינו יהודה החסיד,ווארשא,תוספות רבינו יהודה החסיד ברכות,https://files.dicta.org.il/tosafotrabinoyehudahachasidberachot/tosafotrabinoyehudahachasidberachot__nikud_meteg_files.zip,https://files.dicta.org.il/tosafotrabinoyehudahachasidberachot/tosafotrabinoyehudahachasidberachot__ocr_data_html_files.zip,Yehuda HeHasid,tosafotrabinoyehudahachasidberachot,Tosafot Rabino Yehuda Hachasid (berachot)
,Acharonim on Talmud Bavli,1861,tosefetyomhakippurim_EGT,Warsaw,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי משה בן רבי שלמה אבן חביב,ווארשא,תוספת יום הכיפורים,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__nikud_meteg_files.zip,https://files.dicta.org.il/tosefetyomhakippurim/tosefetyomhakippurim__ocr_data_html_files.zip,Moshe ben Shlomo Even Chaviv,tosefetyomhakippurim,Tosefet Yom Hakippurim
,Acharonim on Talmud Bavli,1863,tosfotroshberakhot,Warsaw,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,אשר בן יחיאל,ווארשא,תוספות הרא”ש על ברכות,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshberakhot/tosfotroshberakhot__ocr_data_html_files.zip,Asher ben Jehiel,tosfotroshberakhot,Tosfot Rosh (Berakhot)
,Acharonim on Talmud Bavli,1952,tosfotroshkiddushin,New York,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,אשר בן יחיאל,ניו יורק,תוספות הרא”ש על קידושין,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__nikud_meteg_files.zip,https://files.dicta.org.il/tosfotroshkiddushin/tosfotroshkiddushin__ocr_data_html_files.zip,Asher ben Jehiel,tosfotroshkiddushin,Tosfot Rosh (Kiddushin)
,Responsa,1904,tovayin_EGT,Husi︠a︡tyn,https://files.dicta.org.il/tovayin/tovayin__text_files.zip,,"שו""ת",,רבי חיים יוסף דוד אזולאי,הוסיאטין,טוב עין,https://files.dicta.org.il/tovayin/tovayin__nikud_meteg_files.zip,https://files.dicta.org.il/tovayin/tovayin__ocr_data_html_files.zip,Chaim Yosef David Azulai,tovayin,Tov Ayin
,Responsa,1926,tsedakahumishpat1_EGT,Jerusalem,https://files.dicta.org.il/tsedakahumishpat1/tsedakahumishpat1__text_files.zip,,"שו""ת",ספריית דיקטה,רבי צדקה בן סעדיה חוצין,ירושלים,Tzedakah U-Mishpat part 1,https://files.dicta.org.il/tsedakahumishpat1/tsedakahumishpat1__nikud_meteg_files.zip,https://files.dicta.org.il/tsedakahumishpat1/tsedakahumishpat1__ocr_data_html_files.zip,"Hussein, Sadkah,",tsedakahumishpat1,Achiezer Even Haezer
,Acharonim on Talmud Bavli,1835,tureieven,Wilna,https://files.dicta.org.il/tureieven/tureieven__text_files.zip,,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,רבי אריה לייב בר אשר גינצבורג,ווילנא,טורי אבן,https://files.dicta.org.il/tureieven/tureieven__nikud_meteg_files.zip,https://files.dicta.org.il/tureieven/tureieven__ocr_data_html_files.zip,Aryeh Leib ben Asher Ginzburg,tureieven,Turei Even
,Responsa,1884,tuvtaamvadaat_EGT,,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__text_files.zip,,"שו""ת",,שלמה קלוגר,לעמבערג,טוב טעם ודעת,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__nikud_meteg_files.zip,https://files.dicta.org.il/tuvtaamvadaat/tuvtaamvadaat__ocr_data_html_files.zip,Shlomo Kluger,tuvtaamvadaat,Tuv Taam VDaat
,Responsa,1861,tzemachtzedekhakadmon_EGT,Lemberg,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__text_files.zip,,"שו""ת",ספריית דיקטה,רבי מנחם מנדעל בן אברהם קרועמל,למברג,צמח צדק הקדמון,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedekhakadmon/tzemachtzedekhakadmon__ocr_data_html_files.zip,rabbi menachem mendel krochmal,tzemachtzedekhakadmon,Tzemach Tzedek Hakadmon
,Responsa,1871,tzemachtzedeklubavitchevenhaezer1_EGT,Vilna,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__text_files.zip,,"שו""ת",ספריית דיקטה,רבי מנחם מנדל שניאורסון,ווילנא,צמח צדק (לובאוויטש) אבן העזר חלק א,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer1/tzemachtzedeklubavitchevenhaezer1__ocr_data_html_files.zip,Rabbi Menachem Mendel Schneersohn,tzemachtzedeklubavitchevenhaezer1,Tzemach Tzedek(lubavitch) Even Haezer part 1
,Responsa,1871,tzemachtzedeklubavitchevenhaezer2_EGT,Vilna,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__text_files.zip,,"שו""ת",ספריית דיקטה,רבי מנחם מנדל שניאורסון,ווילנא,צמח צדק (לובאוויטש) אבן העזר חלק ב,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer2/tzemachtzedeklubavitchevenhaezer2__ocr_data_html_files.zip,Rabbi Menachem Mendel Schneersohn,tzemachtzedeklubavitchevenhaezer2,Tzemach Tzedek(lubavitch) Even Haezer part 2
,Responsa,1872,tzemachtzedeklubavitchevenhaezer3_EGT,Vilna,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__text_files.zip,,"שו""ת",ספריית דיקטה,רבי מנחם מנדל שניאורסון,ווילנא,צמח צדק (לובאוויטש) אבן העזר חלק ג,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer3/tzemachtzedeklubavitchevenhaezer3__ocr_data_html_files.zip,Rabbi Menachem Mendel Schneersohn,tzemachtzedeklubavitchevenhaezer3,Tzemach Tzedek(lubavitch) Even Haezer part 3
,Responsa,1872,tzemachtzedeklubavitchevenhaezer4_EGT,Vilna,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__text_files.zip,,"שו""ת",ספריית דיקטה,רבי מנחם מנדל שניאורסון,ווילנא,צמח צדק (לובאוויטש) אבן העזר חלק ד,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__nikud_meteg_files.zip,https://files.dicta.org.il/tzemachtzedeklubavitchevenhaezer4/tzemachtzedeklubavitchevenhaezer4__ocr_data_html_files.zip,Rabbi Menachem Mendel Schneersohn,tzemachtzedeklubavitchevenhaezer4,Tzemach Tzedek(lubavitch) Even Haezer part 4
